date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:29:59	6904/6904	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Dec%202019%2003:59:47%20GMT	https://www.truefoodkitchen.com/css/AjaxLoader.gif	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/css/AjaxLoader.a9.delayed	(from https://www.truefoodkitchen.com/css/owl.theme.css)
09:30:03	167992/167992	---M--	200	added ('OK')	image/jpeg	etag:%2229038-56cd3ccf52fb9%22	https://www.truefoodkitchen.com/images/banner/truefoodkitchen-footer.jpg	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/banner/truefoodkitchen-footer.jpg	(from https://www.truefoodkitchen.com/css/tfk-custom.css)
09:30:11	70807/70807	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%2211497-56cd3cbb7ef41-gzip%22	https://www.truefoodkitchen.com/fonts/fontawesome-webfont.eot?v=4.5.0	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/fontawesome-webfont3295.eot	(from https://www.truefoodkitchen.com/css/font-awesome.min.css)
09:30:11	66624/66624	---M--	200	added ('OK')	font/woff2	etag:%2210440-56cd3cc023658%22	https://www.truefoodkitchen.com/fonts/fontawesome-webfont.woff2?v=4.5.0	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/fontawesome-webfont3295.woff2	(from https://www.truefoodkitchen.com/css/font-awesome.min.css)
09:30:16	70807/70807	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%2211497-56cd3cbb7ef41-gzip%22	https://www.truefoodkitchen.com/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/fontawesome-webfontd41d.eot	(from https://www.truefoodkitchen.com/css/font-awesome.min.css)
09:30:30	142072/142072	---MCZ	200	added ('OK')	font/ttf	etag:%2222af8-56cd3cbfda281-gzip%22	https://www.truefoodkitchen.com/fonts/fontawesome-webfont.ttf?v=4.5.0	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/fontawesome-webfont3295.ttf	(from https://www.truefoodkitchen.com/css/font-awesome.min.css)
09:30:31	83588/83588	---M--	200	added ('OK')	font/woff	etag:%2214684-56cd3cc011d1a%22	https://www.truefoodkitchen.com/fonts/fontawesome-webfont.woff?v=4.5.0	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/fontawesome-webfont3295.woff	(from https://www.truefoodkitchen.com/css/font-awesome.min.css)
09:30:33	225/225	---M--	200	added ('OK')	image/png	etag:%22e1-56cd3d3833d73%22	https://www.truefoodkitchen.com/super-sidebar/img/close.png	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/super-sidebar/img/close.png	(from https://www.truefoodkitchen.com/super-sidebar/css/tfk-super-sidebar.css)
09:30:35	5471/5471	---M--	200	added ('OK')	image/gif	etag:%22155f-56cd3d38b8a64%22	https://www.truefoodkitchen.com/super-sidebar/img/loader.gif	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/super-sidebar/img/loader.gif	(from https://www.truefoodkitchen.com/super-sidebar/css/tfk-super-sidebar.css)
09:30:36	472/472	---M--	200	added ('OK')	image/png	etag:%221d8-56cd3d3904d1b%22	https://www.truefoodkitchen.com/super-sidebar/img/success.png	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/super-sidebar/img/success.png	(from https://www.truefoodkitchen.com/super-sidebar/css/tfk-super-sidebar.css)
09:30:36	470/470	---M--	200	added ('OK')	image/png	etag:%221d6-56cd3d38957e8%22	https://www.truefoodkitchen.com/super-sidebar/img/error.png	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/super-sidebar/img/error.png	(from https://www.truefoodkitchen.com/super-sidebar/css/tfk-super-sidebar.css)
09:30:37	16/16	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Dec%202019%2004:00:29%20GMT	https://www.truefoodkitchen.com/POST	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/POST	(from https://connect.facebook.net/en_US/fbevents.js)
09:30:37	268254/268254	---M--	200	added ('OK')	image/jpeg	etag:%22417de-56eec31c4563d%22	https://www.truefoodkitchen.com/images/banner/jubytrue_footer2.jpg	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/banner/jubytrue_footer2.jpg	(from https://www.truefoodkitchen.com/css/tfk-custom.css)
09:30:39	3061/3061	---M-Z	200	added ('OK')	text/css	etag:%22bf5-585a200868d59-gzip%22	https://www.truefoodkitchen.com/css/sp-integration.css	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/css/sp-integration.css	(from https://www.truefoodkitchen.com/menu)
09:30:39	264/264	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2015%20Dec%202019%2004:00:31%20GMT	https://www.truefoodkitchen.com/giftcards	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/giftcards	(from https://www.truefoodkitchen.com/menu)
09:30:41	95640/95640	---M-Z	200	added ('OK')	application/javascript	etag:%2217598-56cd3d2413a40-gzip%22	https://www.truefoodkitchen.com/js/jquery.min.js	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/js/jquery.min.js	(from https://www.truefoodkitchen.com/)
09:30:45	1921/1921	---M--	200	added ('OK')	image/png	etag:%22781-56cd3d0eae413%22	https://www.truefoodkitchen.com/images/truefoodkitchen-icon2.png	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/truefoodkitchen-icon2.png	(from https://www.truefoodkitchen.com/menu)
09:30:46	21130/21130	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:00:38%20GMT	https://www.truefoodkitchen.com/ketopaleo	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/ketopaleo.html	(from https://www.truefoodkitchen.com/menu)
09:30:47	4692/4692	---M-Z	200	added ('OK')	application/javascript	etag:%221254-5992855cdcd42-gzip%22	https://www.truefoodkitchen.com/momentfeed/momentfeed.js	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/momentfeed/momentfeed.js	(from https://www.truefoodkitchen.com/menu)
09:30:47	2682/2682	---M--	200	added ('OK')	image/png	etag:%22a7a-591d09770b116%22	https://www.truefoodkitchen.com/images/icon_menu_seasonal.png	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/icon_menu_seasonal.png	(from https://www.truefoodkitchen.com/menu)
09:30:52	365616/365616	---MCZ	200	added ('OK')	image/svg+xml	etag:%2259430-56cd3cbc750a5-gzip%22	https://www.truefoodkitchen.com/fonts/fontawesome-webfont.svg?v=4.5.0	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/fontawesome-webfont3295.svg	(from https://www.truefoodkitchen.com/css/font-awesome.min.css)
09:31:26	241272/241272	---M--	200	added ('OK')	image/jpeg	etag:%223ae78-588db0f2fb262%22	https://www.truefoodkitchen.com/images/banner/menu/truefoodkitchen-menu-banner29.jpg	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/banner/menu/truefoodkitchen-menu-banner29.jpg	(from https://www.truefoodkitchen.com/menu)
09:31:27	345254/345254	---M--	200	added ('OK')	image/jpeg	etag:%22544a6-591badfe0308e%22	https://www.truefoodkitchen.com/images/banner/menu/truefoodkitchen-menu-banner34.jpg	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/banner/menu/truefoodkitchen-menu-banner34.jpg	(from https://www.truefoodkitchen.com/menu)
09:31:28	1716/1716	---M-Z	200	added ('OK')	application/javascript	etag:%226b4-56cd3d2365d14-gzip%22	https://www.truefoodkitchen.com/js/jflickrfeed.min.js	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/js/jflickrfeed.min.js	(from https://www.truefoodkitchen.com/menu)
09:31:29	17514/17514	---M-Z	200	added ('OK')	application/javascript	etag:%22446a-59718a6ef9a50-gzip%22	https://www.truefoodkitchen.com/js/extensions/revolution.extension.video.min.js	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/js/extensions/revolution.extension.video.min.js	(from https://www.truefoodkitchen.com/menu)
09:31:34	28147/28147	---M-Z	200	added ('OK')	application/javascript	etag:%226df3-56cd3d220067d-gzip%22	https://www.truefoodkitchen.com/js/extensions/revolution.extension.slideanims.min.js	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/js/extensions/revolution.extension.slideanims.min.js	(from https://www.truefoodkitchen.com/menu)
09:31:36	4694/4694	---M-Z	200	added ('OK')	application/javascript	etag:%221256-56cd3d2193089-gzip%22	https://www.truefoodkitchen.com/js/extensions/revolution.extension.actions.min.js	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/js/extensions/revolution.extension.actions.min.js	(from https://www.truefoodkitchen.com/menu)
09:31:37	29982/29982	---M-Z	200	added ('OK')	application/javascript	etag:%22751e-579137ef69c43-gzip%22	https://www.truefoodkitchen.com/js/extensions/revolution.extension.layeranimation.min.js	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/js/extensions/revolution.extension.layeranimation.min.js	(from https://www.truefoodkitchen.com/menu)
09:31:38	3118/3118	---M-Z	200	added ('OK')	application/javascript	etag:%22c2e-56cd3d217c92c-gzip%22	https://www.truefoodkitchen.com/js/extensions/revolution.extension.kenburn.min.js	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/js/extensions/revolution.extension.kenburn.min.js	(from https://www.truefoodkitchen.com/menu)
09:31:39	22677/22677	---M-Z	200	added ('OK')	application/javascript	etag:%225895-58956ed33879d-gzip%22	https://www.truefoodkitchen.com/js/extensions/revolution.extension.navigation.min.js	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/js/extensions/revolution.extension.navigation.min.js	(from https://www.truefoodkitchen.com/menu)
09:31:40	5580/5580	---M-Z	200	added ('OK')	application/javascript	etag:%2215cc-579137f03dae7-gzip%22	https://www.truefoodkitchen.com/js/extensions/revolution.extension.migration.min.js	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/js/extensions/revolution.extension.migration.min.js	(from https://www.truefoodkitchen.com/menu)
09:31:43	7952/7952	---M-Z	200	added ('OK')	application/javascript	etag:%221f10-56cd3d21e9f1f-gzip%22	https://www.truefoodkitchen.com/js/extensions/revolution.extension.parallax.min.js	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/js/extensions/revolution.extension.parallax.min.js	(from https://www.truefoodkitchen.com/menu)
09:31:46	35077/35077	---M-Z	200	added ('OK')	text/css	etag:%228905-5973e1c9e2af6-gzip%22	https://www.truefoodkitchen.com/css/tabs/tfk-tabstyle.css	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/css/tabs/tfk-tabstyle.css	(from https://www.truefoodkitchen.com/locations)
09:31:46	44470/44470	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2019%20Aug%202019%2017:22:41%20GMT	https://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/Organic/www.google-analytics.com/analytics.js	(from https://www.truefoodkitchen.com/locations)
09:31:47	264/264	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2015%20Dec%202019%2004:01:39%20GMT	https://www.truefoodkitchen.com/giftcards	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/giftcards	(from https://www.truefoodkitchen.com/locations)
09:32:43	344987/344987	---M--	200	added ('OK')	image/jpeg	etag:%225439b-592d7c0bbcc98%22	https://www.truefoodkitchen.com/images/banner/locations/truefoodkitchen-location-banner10.jpg	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/banner/locations/truefoodkitchen-location-banner10.jpg	(from https://www.truefoodkitchen.com/locations)
09:32:47	37390/37390	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:02:39%20GMT	https://www.truefoodkitchen.com/oakbrook	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/oakbrook.html	(from https://www.truefoodkitchen.com/locations)
09:32:49	2728/2728	---M--	200	added ('OK')	image/png	etag:%22aa8-56cd3d0ed262e%22	https://www.truefoodkitchen.com/images/truefoodkitchen-icon4.png	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/truefoodkitchen-icon4.png	(from https://www.truefoodkitchen.com/locations)
09:32:52	49234/49234	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:02:42%20GMT	https://www.truefoodkitchen.com/phoenix	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/phoenix.html	(from https://www.truefoodkitchen.com/locations)
09:32:55	42829/42829	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:02:45%20GMT	https://www.truefoodkitchen.com/scottsdale	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/scottsdale.html	(from https://www.truefoodkitchen.com/locations)
09:32:57	46889/46889	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:02:48%20GMT	https://www.truefoodkitchen.com/elsegundo	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/elsegundo.html	(from https://www.truefoodkitchen.com/locations)
09:32:59	47634/47634	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:02:50%20GMT	https://www.truefoodkitchen.com/newportbeach	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/newportbeach.html	(from https://www.truefoodkitchen.com/locations)
09:33:08	43980/43980	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:02:52%20GMT	https://www.truefoodkitchen.com/paloalto	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/paloalto.html	(from https://www.truefoodkitchen.com/locations)
09:33:12	51446/51446	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:03:04%20GMT	https://www.truefoodkitchen.com/pasadena	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/pasadena.html	(from https://www.truefoodkitchen.com/locations)
09:33:13	49210/49210	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:03:05%20GMT	https://www.truefoodkitchen.com/sandiego	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/sandiego.html	(from https://www.truefoodkitchen.com/locations)
09:33:18	53672/53672	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:03:06%20GMT	https://www.truefoodkitchen.com/sandiegoutc	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/sandiegoutc.html	(from https://www.truefoodkitchen.com/locations)
09:33:21	48379/48379	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:03:11%20GMT	https://www.truefoodkitchen.com/santamonica	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/santamonica.html	(from https://www.truefoodkitchen.com/locations)
09:33:24	42180/42180	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:03:14%20GMT	https://www.truefoodkitchen.com/walnutcreek	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/walnutcreek.html	(from https://www.truefoodkitchen.com/locations)
09:33:28	40918/40918	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:03:17%20GMT	https://www.truefoodkitchen.com/denver	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/denver.html	(from https://www.truefoodkitchen.com/locations)
09:33:29	46797/46797	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:03:21%20GMT	https://www.truefoodkitchen.com/bocaraton	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/bocaraton.html	(from https://www.truefoodkitchen.com/locations)
09:33:31	47230/47230	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:03:22%20GMT	https://www.truefoodkitchen.com/jacksonville	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/jacksonville.html	(from https://www.truefoodkitchen.com/locations)
09:33:33	21498/21498	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:03:24%20GMT	https://www.truefoodkitchen.com/miami	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/miami.html	(from https://www.truefoodkitchen.com/locations)
09:33:35	42485/42485	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:03:26%20GMT	https://www.truefoodkitchen.com/naples	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/naples.html	(from https://www.truefoodkitchen.com/locations)
09:33:48	21572/21572	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:03:28%20GMT	https://www.truefoodkitchen.com/palmbeachgardens	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/palmbeachgardens.html	(from https://www.truefoodkitchen.com/locations)
09:33:51	18439/18439	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:03:42%20GMT	https://www.truefoodkitchen.com/tampa	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/tampa.html	(from https://www.truefoodkitchen.com/locations)
09:33:52	21618/21618	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:03:44%20GMT	https://www.truefoodkitchen.com/westpalmbeach	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/westpalmbeach.html	(from https://www.truefoodkitchen.com/locations)
09:33:54	42520/42520	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:03:45%20GMT	https://www.truefoodkitchen.com/alpharetta	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/alpharetta.html	(from https://www.truefoodkitchen.com/locations)
09:33:56	40852/40852	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:03:47%20GMT	https://www.truefoodkitchen.com/atlanta	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/atlanta.html	(from https://www.truefoodkitchen.com/locations)
09:33:58	41361/41361	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:03:49%20GMT	https://www.truefoodkitchen.com/chicago	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/chicago.html	(from https://www.truefoodkitchen.com/locations)
09:33:59	44625/44625	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:03:51%20GMT	https://www.truefoodkitchen.com/neworleans	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/neworleans.html	(from https://www.truefoodkitchen.com/locations)
09:34:01	42683/42683	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:03:53%20GMT	https://www.truefoodkitchen.com/bethesda	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/bethesda.html	(from https://www.truefoodkitchen.com/locations)
09:34:03	51026/51026	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:03:54%20GMT	https://www.truefoodkitchen.com/kansascity	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/kansascity.html	(from https://www.truefoodkitchen.com/locations)
09:34:10	44562/44562	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:03:56%20GMT	https://www.truefoodkitchen.com/summerlin	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/summerlin.html	(from https://www.truefoodkitchen.com/locations)
09:34:12	22409/22409	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:04:04%20GMT	https://www.truefoodkitchen.com/lasvegas	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/lasvegas.html	(from https://www.truefoodkitchen.com/locations)
09:34:16	19475/19475	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:04:06%20GMT	https://www.truefoodkitchen.com/hackensack	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/hackensack.html	(from https://www.truefoodkitchen.com/locations)
09:34:42	24811/24811	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:04:09%20GMT	https://www.truefoodkitchen.com/gardencity	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/gardencity.html	(from https://www.truefoodkitchen.com/locations)
09:34:43	957282/957282	---M--	200	added ('OK')	application/pdf	etag:%22e9b62-591b9ea258e0a%22	https://www.truefoodkitchen.com/docs/nutritional/TrueFoodKitchen-Fall2019_Nutritionals.pdf	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/docs/nutritional/TrueFoodKitchen-Fall2019_Nutritionals.pdf	(from https://www.truefoodkitchen.com/menu)
09:34:45	21636/21636	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:04:36%20GMT	https://www.truefoodkitchen.com/columbus	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/columbus.html	(from https://www.truefoodkitchen.com/locations)
09:34:47	42035/42035	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:04:39%20GMT	https://www.truefoodkitchen.com/nashville	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/nashville.html	(from https://www.truefoodkitchen.com/locations)
09:34:47	49261/49261	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:04:38%20GMT	https://www.truefoodkitchen.com/kingofprussia	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/kingofprussia.html	(from https://www.truefoodkitchen.com/locations)
09:34:49	49675/49675	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:04:40%20GMT	https://www.truefoodkitchen.com/thedomain	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/thedomain.html	(from https://www.truefoodkitchen.com/locations)
09:34:50	44969/44969	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:04:41%20GMT	https://www.truefoodkitchen.com/dallas	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/dallas.html	(from https://www.truefoodkitchen.com/locations)
09:34:51	46289/46289	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:04:40%20GMT	https://www.truefoodkitchen.com/austin	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/austin.html	(from https://www.truefoodkitchen.com/locations)
09:34:53	52703/52703	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:04:44%20GMT	https://www.truefoodkitchen.com/plano	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/plano.html	(from https://www.truefoodkitchen.com/locations)
09:34:53	45628/45628	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:04:43%20GMT	https://www.truefoodkitchen.com/houston	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/houston.html	(from https://www.truefoodkitchen.com/locations)
09:34:55	51318/51318	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:04:46%20GMT	https://www.truefoodkitchen.com/thewoodlands	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/thewoodlands.html	(from https://www.truefoodkitchen.com/locations)
09:34:56	45058/45058	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:04:48%20GMT	https://www.truefoodkitchen.com/fairfax	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fairfax.html	(from https://www.truefoodkitchen.com/locations)
09:34:57	18355/18355	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:04:49%20GMT	https://www.truefoodkitchen.com/reston	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/reston.html	(from https://www.truefoodkitchen.com/locations)
09:34:57	46118/46118	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202019%2004:04:47%20GMT	https://www.truefoodkitchen.com/arlington	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/arlington.html	(from https://www.truefoodkitchen.com/locations)
09:35:00	3452/3452	---M--	200	added ('OK')	image/png	etag:%22d7c-56cd3d0ed262e%22	https://www.truefoodkitchen.com/images/truefoodkitchen-icon5.png	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/truefoodkitchen-icon5.png	(from https://www.truefoodkitchen.com/locations)
09:35:02	9901/9901	---M-Z	200	added ('OK')	application/javascript	etag:%2226ad-5946dcf3f110e-gzip%22	https://www.truefoodkitchen.com/js/map.js	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/js/map.js	(from https://www.truefoodkitchen.com/locations)
09:35:02	9032/9032	---M-Z	200	added ('OK')	application/javascript	etag:W/%222348-dwAEWierx2+FThrd5UW2GZqggzY%22	https://cdn.jsdelivr.net/scrollreveal.js/3.3.1/scrollreveal.min.js	C:/My%20Web%20Sites/Organic/cdn.jsdelivr.net/scrollreveal.js/3.3.1/scrollreveal.min.js	(from https://www.truefoodkitchen.com/locations)
09:35:05	52343/52343	---M-Z	200	added ('OK')	application/javascript	etag:%22cc77-573a9086a510b-gzip%22	https://www.truefoodkitchen.com/js/tabs/app.min.js	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/js/tabs/app.min.js	(from https://www.truefoodkitchen.com/locations)
09:35:05	5957/5957	---M-Z	200	added ('OK')	text/css	etag:%221745-57b98c8f79aa6-gzip%22	https://www.truefoodkitchen.com/css/slickslider.css	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/css/slickslider.css	(from https://www.truefoodkitchen.com/truestory)
09:35:09	3686/3686	---M--	200	added ('OK')	text/css	etag:%22e920f537a3a47cf544b04798d813b484%22	https://ozplayer.global.ssl.fastly.net/3.3/ozplayer-skin/highlights-green.css	C:/My%20Web%20Sites/Organic/ozplayer.global.ssl.fastly.net/3.3/ozplayer-skin/highlights-green.css	(from https://www.truefoodkitchen.com/truestory)
09:35:10	6264/6264	---M--	200	added ('OK')	text/css	etag:%22f67d2216272d5c26320bcd2d0db46c4e%22	https://ozplayer.global.ssl.fastly.net/3.3/transcript.css	C:/My%20Web%20Sites/Organic/ozplayer.global.ssl.fastly.net/3.3/transcript.css	(from https://www.truefoodkitchen.com/truestory)
09:35:11	44788/44788	---M--	200	added ('OK')	text/css	etag:%2232eac33c2c8cdc7b3da7d6b87bceef2f%22	https://ozplayer.global.ssl.fastly.net/3.3/ozplayer-core/ozplayer.min.css	C:/My%20Web%20Sites/Organic/ozplayer.global.ssl.fastly.net/3.3/ozplayer-core/ozplayer.min.css	(from https://www.truefoodkitchen.com/truestory)
09:35:13	27360/27360	---M--	200	added ('OK')	application/javascript	etag:%22cd5c18547cc68b21bdf6e4dc855800a2%22	https://ozplayer.global.ssl.fastly.net/3.3/ozplayer-core/mediaelement.min.js	C:/My%20Web%20Sites/Organic/ozplayer.global.ssl.fastly.net/3.3/ozplayer-core/mediaelement.min.js	(from https://www.truefoodkitchen.com/truestory)
09:35:14	264/264	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2015%20Dec%202019%2004:05:07%20GMT	https://www.truefoodkitchen.com/giftcards	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/giftcards.100.delayed	(from https://www.truefoodkitchen.com/truestory)
09:35:22	2555/2555	---M--	200	added ('OK')	image/png	etag:%229fb-570a6e054ce0c%22	https://www.truefoodkitchen.com/images/truefoodkitchen-icon19.png	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/truefoodkitchen-icon19.png	(from https://www.truefoodkitchen.com/truestory)
09:35:50	89650/89650	---M--	200	added ('OK')	image/jpeg	etag:%2215e32-57094865afaaf%22	https://www.truefoodkitchen.com/images/truestory/pyramid/truefoodkitchen-pyramid-weil.jpg	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/truestory/pyramid/truefoodkitchen-pyramid-weil.jpg	(from https://www.truefoodkitchen.com/truestory)
